order,url,label
20195,https://vdo-fleet.com,legit
23493,http://213.209.143.44/sh4.rar,phish
5142,http://213.209.143.167/rebith.arm6,phish
21240,http://120.28.214.145:35165/i,phish
1424,http://verif-mondial.com/kvariant.x86,phish
13039,https://02a.mg-1-u-5.ru/3ohtfxginm.vsix,phish
17053,http://173.215.79.96/linux_mips,phish
22328,https://gdmmsj.cn,legit
23081,http://45.156.87.56/hiddenbin/boatnet.sh4,phish
5170,http://202.107.235.202:8088/iis/file/sorder/210804-019/images/info.zip,phish
24301,http://42.242.189.166:58735/i,phish
13351,http://117.241.203.240:35731/bin.sh,phish
3452,http://61.54.69.93:57262/i,phish
2335,http://74.48.34.10/bins/hax.arm7,phish
11088,http://103.20.213.34:8080/Uploads/Uploads/PENDING%20CP/CENTRANS%20HERMES/info.zip,phish
21853,http://115.49.1.119:40774/i,phish
4904,http://84.200.81.239/hiddenbin/boatnet.m68k,phish
22313,http://78.153.140.66/pa.sh,phish
542,https://fcxfzf.com,legit
5793,https://fightcancer.nl,legit
12685,http://42.226.216.254:45229/bin.sh,phish
6094,https://bialetti-shop.de,legit
13510,https://soft.legal,legit
11813,http://monrelay-support.com/bins/nwfaiehg4ewijfgriehgirehaughrarg.spc,phish
6226,https://funpot.net,legit
11981,http://120.157.20.65:85/sshd,phish
19305,http://161.97.74.69/systemcl/mpsl,phish
15349,http://123.190.231.146:38373/i,phish
13031,http://178.192.232.20:65112/i,phish
23317,https://m2.q7y4s.ru/1kz.check?t=paeo8n7c,phish
6211,http://103.20.213.34:8080/Uploads/Uploads/Aryacorp%20Singapore%20Operations/Charterparties_Misc_Docs/2011/101_HEILAN_HMM/info.zip,phish
21042,https://104.0.237.199:9802/NAS_Public/ken_l/RAX/Employee/sametimetranscripts/cn=kaly4222%2Cou=sat%2Cou=accounts/20120815/info.zip,phish
5440,http://www.supercf.co.ke/a/raman.exe,phish
20180,https://y1bd.pohv3.ru/15tta6hssr.sh,phish
12005,http://176.65.141.49/dwrioej/neon.spc,phish
3395,https://github.com/olekfribel/test_repo111/releases/download/test/final.zip,phish
20637,https://countyhealthrankings.org,legit
16829,https://h.dy-77.ru/c36150k339.sh,phish
20822,http://201.16.194.227:2550/TmpFTP/EXTCONS/1/0011/11092019101353/info.zip,phish
12296,http://202.155.94.19/00101010101001/morte.m68k,phish
5495,http://177.70.102.232:8070/TmpFTP/01/Consulta/2020-01-09/info.zip,phish
4486,https://cc12580.com.cn,legit
3673,http://116.171.106.3:3435/tomcat8/webapps/bfxt/WEB-INF/classes/HDK/HCNetSDKCom/info.zip,phish
13331,http://202.107.235.202:8008/%E5%B8%B8%E7%94%A8%E8%BD%AF%E4%BB%B6/SQLFULL_CHS/ia64/Setup/sql_common_core_loc_msi/2052/Windows/info.zip,phish
4227,https://t00l.pl-8-a.ru/c5zb1zyoiq.sh,phish
7781,http://177.70.102.232:8090/TmpFTP/01/Carta%20de%20Corre%C3%A7%C3%A3o/2024-08-05/info.zip,phish
7735,http://182.121.92.10:60719/i,phish
8389,https://b.haxyli.ru/q2.google?t=wr51qmda,phish
15681,http://160.187.246.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.x86_64,phish
22669,https://121bet40.com,legit
3512,http://182.113.5.172:40353/bin.sh,phish
7212,http://202.107.235.202:8088/%E5%B8%B8%E7%94%A8%E8%BD%AF%E4%BB%B6/SQLFULL_CHS/x64/Setup/sql_engine_core_inst_msi/PFiles/SqlServr/MSSQL.X/MSSQL/Binn/DllTmp64/info.zip,phish
1263,http://103.204.79.118:448/dupass.zip,phish
1147,https://skinsmonkey.richscents2u.com/img/.temp/.new/pic1.exe,phish
17860,http://201.16.194.227:2550/TmpFTP/LOG_AJUSTEFOS/0011/002/02-2020/20/info.zip,phish
