order,url,label
6001,http://83.224.167.183/sshd,phish
6002,http://117.209.7.21:49976/i,phish
6003,http://lindnerelektroanlagen.de/INVOICE/AOG-3515110/,phish
6004,http://188.122.242.178/Photo.lnk,phish
6005,http://115.52.189.85:43772/bin.sh,phish
6006,http://mrelay-colis-fr.com/bins/nwfaiehg4ewijfgriehgirehaughrarg.ppc,phish
6007,http://42.230.46.205:35200/i,phish
6008,http://87.248.139.217/urmfsois1/boatnet.m68k,phish
6009,http://196.251.70.174/huhu/titanjr.arm7,phish
6010,http://200.14.250.72/TmpFTP/DELCACHEPRODUTOSEG/1/8051/22082024070804/info.zip,phish
6011,http://58.52.216.59:9021/UpgradeFiles/info.zip,phish
6012,http://176.46.152.87:5858/ExtentWallet.dll,phish
6013,https://da.lkci1.ru/ui.check?t=ycexs6e2,phish
6014,http://late-researcher.gl.at.ply.gg:51400/whoareyou/dwajiow/dopenewsman/wewe5.johnsmith,phish
6015,http://customer-trackdelivery.com/bins/nwfaiehg4ewijfgriehgirehaughrarg.mpsl,phish
6016,http://202.55.132.254/arm7,phish
6017,http://115.55.113.135:38828/i,phish
6018,http://115.55.63.92:48805/bin.sh,phish
6019,http://84.200.193.151/hiddenbin/boatnet.m68k,phish
6020,http://mrelay-be-acheminement.info/bins/nwfaiehg4ewijfgriehgirehaughrarg.mips,phish
6021,http://201.16.194.227:2550/TmpFTP/LOG_AJUSTEFOS/0021/001/01-2020/01/info.zip,phish
6022,https://yundingpavilion.cn,legit
6023,https://hubofcards.com,legit
6024,https://files.catbox.moe/wx6ux4.arm6,phish
6025,http://213.209.143.148/debug,phish
6026,https://pcare.ai/AI_Scanner.exe,phish
6027,https://wellmatt.com,legit
6028,https://vcsinfo.com/js.php,phish
6029,http://221.15.186.97:47160/i,phish
6030,https://github.com/nurraif/MyTonWallet/releases/download/v2.0/Program.zip,phish
6031,http://42.52.75.113:53909/i,phish
6032,http://177.101.128.226:40273/i,phish
6033,http://42.57.38.251:41667/bin.sh,phish
6034,http://205.185.115.242/x-3.2-.Sakura,phish
6035,https://poolarserver.com,legit
6036,https://q7m.3jw5u.ru/lwqw863ydp.map,phish
6037,http://savraiffeizen-at.com/bins/nwfaiehg4ewijfgriehgirehaughrarg.mpsl,phish
6038,http://119.187.204.19:49629/i,phish
6039,http://200.59.88.141:50615/i,phish
6040,https://pudaf.com,legit
6041,http://my.guichet-amende.com/bins/nwfaiehg4ewijfgriehgirehaughrarg.arm5,phish
6042,http://110.39.245.18:59413/bin.sh,phish
6043,http://178.16.142.61/w.sh,phish
6044,http://115.57.109.174:39913/i,phish
6045,https://optimum-logistik.ru,legit
6046,https://je.lkci-1.ru/5t2.google?t=me34l0gr,phish
6047,http://202.107.235.202:8088/%E5%B8%B8%E7%94%A8%E8%BD%AF%E4%BB%B6/SQLFULL_CHS/x86/Setup/sql_engine_core_shared_loc_msi/2052/PFiles/SqlServr/100/DTS/PLComps/Res/info.zip,phish
6048,https://s4f.zzax-4.ru/82n.check?t=6ab9wj61,phish
6049,https://casaalex.ro,legit
6050,https://890.gc0o9.ru/20.google?t=5pv8dovm,phish
6051,https://dot.dor8y.online/bdsbo41zxk.map,phish
6052,https://y4.8e-hr.ru/0uwht1b9mm.sh,phish
6053,http://157.10.63.251/Video.lnk,phish
6054,http://115.55.132.139:46958/i,phish
6055,http://2.58.113.219/x86_64,phish
6056,https://boa.r9xa.ru/gufpoikw,phish
6057,http://45.156.87.56/hiddenbin/Space.i686,phish
