order,Url,Label
1,http://121.191.165.3:7070/ckeditorImage/2021/07/info.zip,phish
2,https://twistedsifter.com,legit
3,http://200.59.88.237:50209/bin.sh,phish
4,http://103.20.213.34:8080/Uploads/Uploads/Aryacorp%20Mumbai/Fixtures%202009/MV%20YASA%20OZCAN_JALDHI_231009_045/Charter%20Parties/Main%20Body/info.zip,phish
5,https://goodreader.com,legit
6,http://222.140.184.235:41154/i,phish
7,https://y0n3qv2.tape-5-x.ru/a2wudv8u,phish
8,http://66.108.238.65/AV.scr,phish
9,https://lucky97.com,legit
10,http://supportsavnetfix.info/bins/nwfaiehg4ewijfgriehgirehaughrarg.i686,phish
11,http://37.54.62.215:58651/i,phish
12,https://thesurvivalpodcast.com,legit
13,http://download.pdf00.cn/pdfreader/news/v1.0.7.16/news_01.exe,phish
14,http://185.213.240.31/1.sh,phish
15,http://159.203.102.154/document/anyfile/folder/RequestedFile.txt,phish
16,https://raw.githubusercontent.com/VetiGoders/lavidaloca/refs/heads/main/Krdzio.exe,phish
17,http://117.213.86.179:42245/bin.sh,phish
18,https://banquechaix.com,legit
19,https://diosaplanta.com,legit
20,http://182.143.114.43:81/assets/fonts/Photo.lnk,phish
21,https://1w.s61y5.ru/0a4.google?t=r76nqdqp,phish
22,http://185.208.159.135/00101010101001/Xarco.spc,phish
23,https://k.e-35w.ru/555ghebhap.sh,phish
24,https://nyxcosmetics.es,legit
25,https://artairworks.com,legit
26,http://123.179.230.195:36018/bin.sh,phish
27,https://5eed.qytan.online/d9p1h6wkj4.sh,phish
28,https://5v.ithc-4.ru/i8y.google?t=xpf0dl3b,phish
29,http://103.191.63.174/hiddenbin/boatnet.arc,phish
30,http://141-98-10-66.cprapid.com/bin,phish
31,http://178.16.55.189/files/1101243119/uv1npwQ.exe,phish
32,https://dns-zonen.ch,legit
33,http://115.50.35.81:46512/bin.sh,phish
34,http://177.70.102.232:8070/TmpFTP/TD00000000000000253230/info.zip,phish
35,http://vgd.vg/7MN5ZO8D/,phish
36,http://42.224.212.81:60390/i,phish
37,http://91.231.222.182/hiddenbin/boatnet.arm,phish
38,http://182.127.108.250:41100/i,phish
39,https://tapetax.pl,legit
40,http://202.107.235.202:8008/%E5%B8%B8%E7%94%A8%E8%BD%AF%E4%BB%B6/SQLFULL_CHS/x64/Setup/sql_engine_core_shared_loc_msi/2052/PFiles/SqlServr/100/Tools/info.zip,phish
41,https://pe.vex-0.ru/5665jarf,phish
42,http://42.59.88.142:51022/i,phish
43,http://175.150.4.146:58286/bin.sh,phish
44,https://kramersmarionnettes.com/roughness.php,phish
45,http://177.70.102.232:8070/TmpFTP/01/Recep%C3%A7%C3%A3o/2020-11-25/info.zip,phish
46,http://cloudmessageservice-phone.com/MyFuckingBins/Labello.mpsl,phish
47,http://77.181.237.36:8080/sshd,phish
48,http://172.245.209.231/322/IOK___P0093003E030300302020039093400P0O0O3090943940394039049434.hta,phish
49,https://cdn.jsdelivr.net/gh/reklamortak-hub/tmlaa@main/ChromeGuncelleme.apk,phish
50,http://91.164.39.142:50004/sshd,phish
51,http://196.251.118.144/hiddenbin/boatnet.x86,phish
52,http://89.25.223.211/logfiles/U2O/,phish
53,http://196.188.135.20:56052/i,phish
54,https://newsv.jp,legit
55,http://111.68.6.102/huhu/titanjr.x86_64,phish
56,https://sexyphoto.es,legit
57,https://bfhdk.cn,legit
58,http://colis-suivi-lu.com/bins/nwfaiehg4ewijfgriehgirehaughrarg.x86_64,phish
59,http://200.59.88.221:46099/bin.sh,phish
60,https://lightspeed.app,legit
61,https://pastebin.com/raw/XpmLG1S0,phish
62,https://y4w1.565fit.ru/gcjzzmb5p7.map,phish
63,http://182.121.86.14:34578/bin.sh,phish
64,http://117.205.80.151:36961/i,phish
65,http://27.219.179.220:60674/bin.sh,phish
66,http://202.107.235.202:8008/iis/file/sorder/220715-064/info.zip,phish
67,https://minute-madonna-cakes-supplemental.trycloudflare.com/0811Starq.zip,phish
68,https://manova.nl,legit
69,http://5.255.123.206/arm7,phish
70,https://sharecode.vn,legit
71,http://dreamy-hamilton.196-251-72-149.plesk.page/bins/debug,phish
72,https://badgeandwallet.com,legit
73,http://p2.dstat.digital/001010101010010110101011101010101101010111010101/UnHAnaAW.arm,phish
74,http://103.20.103.50/mips,phish
75,http://177.70.102.232:8070/TmpFTP/TD00000000000000168281/info.zip,phish
76,http://103.20.213.34:8080/Uploads/Uploads/Aryacorp%20Mumbai/Fixtures%202007/MV.RISHIKESH_NCS_291107_051/Charter%20Parties/info.zip,phish
77,https://pt-project.ru,legit
78,http://relaymyparcel.info/bins/nwfaiehg4ewijfgriehgirehaughrarg.spc,phish
79,http://116.169.212.7:88/001/Video.scr,phish
80,http://201.16.194.227:2550/TmpFTP/EXTCONS/1/0022/15092019102909/info.zip,phish
81,http://123.129.131.112:57473/i,phish
82,http://63.133.221.224/bins/sora.x86,phish
83,https://t1.h-29i.ru/phsbucz69p.sh,phish
84,https://xnxxxxarab.skin,legit
85,https://attendance.gov.in,legit
86,http://27.37.114.136:37596/i,phish
87,http://141.98.10.114/bins/build.sh4,phish
88,http://relay-lu-parcel.help/bins/nwfaiehg4ewijfgriehgirehaughrarg.arm7,phish
89,http://202.107.235.202:8008/iis/file/sorder/250212-044/info.zip,phish
90,http://103.20.213.34:8080/Uploads/Uploads/Customer%20Background%20and%20Fixture%20Lists/SAMJOO%20MARITIME/info.zip,phish
91,http://botnet.fakepay.online/gay.m68k,phish
92,https://booksonlinepdf.com,legit
93,http://formulaire-mondialrelay-pro.com/kvariant.sh4,phish
94,https://discountlots.com,legit
95,https://windsor.ai,legit
